year,date,type,registration,operator,fatalities,location,country,category,damage,season
1965,1965-04-15,Vickers 639 Viking 1,G-AHOY,Invicta Int. Airways,0,Manston Airport ...,U.K.,Accident,repairable damage,Spring
1965,1965-04-16,Fairchild F-27F,N757L,Bonanza Air Lines,0,Las Vegas-McCarr...,USA,Accident,hull-loss,Spring
1965,1965-04-23,Douglas DC-6A,N6541C,Aaxico Airlines,5,"Mt Rainier, WA",USA,Accident,hull-loss,Spring
1965,1965-04-24,Lockheed C-130A Hercules,57-0475,USAF,6,near Korat AFB,Thailand,Accident,hull-loss,Spring
1965,1965-04-28,Lockheed EC-121K Super Constellation,141321,US Navy,1,KeflavÃ­k Intern...,Iceland,Other Occurrence,hull-loss,Spring
1965,1965-04-29,Grumman C-2A Greyhound,148147,US Navy,4,Long Island Soun...,USA,Accident,hull-loss,Spring
1965,1965-05-03,Nord 2501 Noratlas,190/F-RABV,French AF,5,near Blond,France,Accident,hull-loss,Spring
1965,1965-05-05,Lockheed L-1049G Super Constellation,EC-AIN,Iberia,30,Tenerife-Los Rod...,Spain,Accident,hull-loss,Spring
1965,1965-05-10,Douglas DC-6A,N6579C,Aaxico Airlines,0,near Knobnoster-White...,USA,Accident,hull-loss,Spring
1965,1965-05-12,MBB HFB-320 Hansa Jet,D-CHFB,HFB,1,near Madrid-Torrejon ...,Spain,Accident,hull-loss,Spring
1965,1965-05-12,Fairchild C-123B Provider,55-4516,USAF,0,Hon Quan,Vietnam,Accident,hull-loss,Spring
1965,1965-05-12,Douglas C-47A (DC-3),965,Chilean AF,0,near Mendoza-El Plume...,Argentina,Accident,hull-loss,Spring
1965,1965-05-13,Nord 2501D Noratlas,GB+239,German AF,0,near Hopsten AB,Germany,Accident,repairable damage,Spring
1965,1965-05-16,CV-2B Caribou (DHC-4),62-4164,US Army,0,Tra My,Vietnam,Accident,hull-loss,Spring
1965,1965-05-16,Boeing 707-436,G-APFL,BOAC,0,Tehran-Mehrabad ...,Iran,Accident,repairable damage,Spring
1965,1965-05-19,Douglas C-47 (DC-3),YV-C-LBO,LEBCA,0,near Angel Falls,Venezuela,Accident,hull-loss,Spring
1965,1965-05-20,Boeing 720-040B,AP-AMH,PIA,121,near Cairo Internatio...,Egypt,Accident,hull-loss,Spring
1965,1965-05-29,Douglas C-47A (DC-3),N91016,Reeve Aleutian Airways,0,Nikolski Air For...,USA,Accident,hull-loss,Spring
1965,1965-05-29,Convair CV-240-1,JA5088,Japan Domestic Airlines,0,Obihiro Airport ...,Japan,Accident,hull-loss,Spring
1965,1965-05-29,Douglas Dakota IV (DC-3),KJ955,RAF,0,Aden-Khormaksar ...,Yemen,Criminal Occurrence,hull-loss,Spring
1965,1965-06-03,Boeing KC-135A,63-8042,USAF,5,Roswell-Walker A...,USA,Accident,hull-loss,Summer
1965,1965-06-04,Douglas C-47B (DC-3),T-49,Paraguay AF,1,near Pedro Juan Cabal...,Paraguay,Accident,hull-loss,Summer
1965,1965-06-04,Fairchild C-119 Flying Boxcar,,USAF,0,"near Sabattus, ME",USA,Accident,hull-loss,Summer
1965,1965-06-05,Fairchild C-119G Flying Boxcar,51-2680,USAF,10,"near Crooked Island, ...",Atlantic Ocean,Accident,hull-loss,Summer
1965,1965-06-06,Douglas DC-6B,PI-C950,Filipinas Orient Airways,0,Cebu Airport (CEB),Philippines,Accident,hull-loss,Summer
1965,1965-06-08,CASA 352 (Ju-52),T.2B-230,Spanish AF,14,near Murcia/Alcantari...,Spain,Accident,hull-loss,Summer
1965,1965-06-08,CASA 352 (Ju-52),T.2B-229,Spanish AF,14,near Murcia/Alcantari...,Spain,Accident,hull-loss,Summer
1965,1965-06-11,Fairchild C-123B Provider,56-4379,USAF,7,near Holloway Field,Vietnam,Accident,hull-loss,Summer
1965,1965-06-14,Lockheed 18 Lodestar,PT-BIS,Private,0,Manaus/Ponta Pel...,Brazil,Accident,hull-loss,Summer
1965,1965-06-14,Nord 2501D Noratlas,GB+235,German AF,0,Ahlhorn Air Base,Germany,Accident,hull-loss,Summer
1965,1965-06-15,Nord 2501 Noratlas,152,French AF,0,,France,Accident,hull-loss,Summer
1965,1965-06-18,Grumman HU-16B Albatross,51-5287,USAF,0,near North Vietnamese...,Pacific Ocean,Accident,hull-loss,Summer
1965,1965-06-19,Ilyushin Il-14P,CU-T824,Cubana,5,near Jaruco,Cuba,Criminal Occurrence,hull-loss,Summer
1965,1965-06-20,Vickers VC10-1101,G-ARVK,BOAC,0,near Bristol Channel,U.K.,Accident,repairable damage,Summer
1965,1965-06-23,Consolidated Canso A,CF-OFJ,Newfoundland & Labrador Forestry Svc,1,Catalina Harbour...,Canada,Accident,hull-loss,Summer
1965,1965-06-25,Boeing C-135A,60-0373,USAF,84,near Santa Ana-El Tor...,USA,Accident,hull-loss,Summer
1965,1965-06-27,Fairchild C-123B Provider,54-641,USAF,16,near Saigon,Vietnam,Criminal Occurrence,hull-loss,Summer
1965,1965-06-28,Boeing 707-321B,N761PA,Pan Am,0,"near San Francisco, CA",USA,Accident,repairable damage,Summer
1965,1965-07-01,Boeing 707-124,N70773,Continental Air Lines,0,Kansas City Down...,USA,Accident,hull-loss,Summer
1965,1965-07-01,Lockheed C-130A Hercules,55-0042,USAF,0,Da Nang Airport ...,Vietnam,Criminal Occurrence,hull-loss,Summer
1965,1965-07-01,Lockheed C-130A Hercules,55-0039,USAF,0,Da Nang Airport ...,Vietnam,Criminal Occurrence,hull-loss,Summer
1965,1965-07-04,A.W. AW-650 Argosy 222,G-ASXL,BEA,0,near Piacenza,Italy,Accident,hull-loss,Summer
1965,1965-07-06,Douglas C-47 (DC-3),6V-AAA,Air Mauritanie,0,Nouakchott Airpo...,Mauritania,Accident,hull-loss,Summer
1965,1965-07-06,Handley Page Hastings C.1A,TG577,RAF,41,Little Baldon,U.K.,Accident,hull-loss,Summer
1965,1965-07-07,Antonov An-12,,Soviet AF,30,Cairo,Egypt,Accident,hull-loss,Summer
1965,1965-07-08,Douglas DC-6B,CF-CUQ,Canadian Pacific,52,"near 100 Mile House, BC",Canada,Criminal Occurrence,hull-loss,Summer
1965,1965-07-09,Bristol 175 Britannia 302,XA-MEC,Aeronaves de MÃ©xico,0,Tijuana Airport ...,Mexico,Accident,hull-loss,Summer
1965,1965-07-11,Lockheed EC-121H Super Constellation,55-0136,USAF,16,"near Nantucket, MA, USA",Atlantic Ocean,Accident,hull-loss,Summer
1965,1965-07-11,Avro 748-101 Srs. 1,G-ARMV,Skyways Coach Air,0,Ashford-Lympne A...,U.K.,Accident,hull-loss,Summer
1965,1965-07-17,Lockheed P2V-7 Neptune,4614,Japanese Navy,11,near Choushi,Japan,Accident,hull-loss,Summer
1965,1965-07-20,Vickers 701 Viscount,G-AMOL,Cambrian Airways,4,near Liverpool Intern...,U.K.,Accident,hull-loss,Summer
1965,1965-07-21,Antonov An-2,CCCP-01201,"Aeroflot, Far East",1,near Gorny,Russia,Accident,hull-loss,Summer
1965,1965-07-23,Convair CV-440,N8415H,Allegheny Airlines,0,"near Montoursville, PA",USA,Accident,hull-loss,Summer
1965,1965-07-25,Douglas C-47A (DC-3),,Philippine AF,36,Mount Madiac,Philippines,Accident,hull-loss,Summer
1965,1965-07-27,Lockheed P-3A Orion,151380,US Navy,4,Bermuda-Kindley ...,Bermuda,Accident,hull-loss,Summer
1965,1965-07-29,Fairchild C-82A Packet,N4834V,private,0,"near Lerma, Campeche",Mexico,Accident,hull-loss,Summer
1965,1965-08-02,Vickers 610 Viking 1B,G-AHPL,Invicta Int. Airways,0,Manston Airport ...,U.K.,Accident,hull-loss,Summer
1965,1965-08-04,Douglas C-54D (DC-4),OB-R-769,Rutas Internacionales,7,near Panama City-Tocu...,Panama,Accident,hull-loss,Summer
1965,1965-08-12,Curtiss C-46A,PP-BTH,Paraense Transportes AÃ©reos,13,"near Barra do Bugres, MT",Brazil,Accident,hull-loss,Summer
1965,1965-08-16,Boeing 727-22,N7036U,United Airlines,30,"Lake Michigan, MI",USA,Accident,hull-loss,Summer
1965,1965-08-16,Morane Saulnier (FMA) MS.760 Paris I,E-228,Argentine AF,1,"El Pucu, FO",Argentina,Accident,hull-loss,Summer
1965,1965-08-20,Convair CV-240-0,PP-CFD,Cruzeiro do Sul,0,Rio de Janeiro-S...,Brazil,Accident,hull-loss,Summer
1965,1965-08-20,Lockheed EC-121M Super Constellation,135747,US Navy,0,Atsugi NAS (NJA),Japan,Accident,hull-loss,Summer
1965,1965-08-20,Vickers 804 Viscount,SP-LVA,LOT,4,Jeuk,Belgium,Accident,hull-loss,Summer
1965,1965-08-24,Lockheed KC-130F Hercules,149802,USMC,59,Hong Kong-Kai Ta...,Hong Kong,Accident,hull-loss,Summer
1965,1965-08-25,Antonov An-2R,CCCP-05856,"Aeroflot, Lithuania",1,near Å ilale,Lithuania,Accident,hull-loss,Summer
1965,1965-08-28,Douglas DC-3A-367,PP-AJE,T.A. Catarinense,0,Carauari Airport...,Brazil,Accident,hull-loss,Summer
1965,1965-08-28,Douglas C-47 (DC-3),,USAF,14,near Cali,Colombia,Accident,hull-loss,Summer
1965,1965-08-29,Douglas C-47 (DC-3),FAC-655,Colombian AF,0,near Cali Airport (CLO),Colombia,Accident,repairable damage,Summer
1965,1965-08-31,Douglas DC-3,,Hawaiian Airlines,0,,USA,Hijacking,repairable damage,Summer
1965,1965-09-04,Consolidated PBY-5A Catalina,34039,French Navy,0,"Hikuera, Papeete...",French Polynesia,Other Occurrence,hull-loss,Fall
1965,1965-09-05,Antonov An-2V,CCCP-98320,"Aeroflot, Northern",1,near Loukhi,Russia,Accident,hull-loss,Fall
1965,1965-09-06,Fairchild C-119G Flying Boxcar,,Indian AF,0,Pathankot,India,Criminal Occurrence,hull-loss,Fall
1965,1965-09-07,Douglas DC-3,,Indian Airlines,0,Srinagar Airport...,India,Criminal Occurrence,hull-loss,Fall
1965,1965-09-07,Lockheed PV-2 Harpoon,N7671C,Micronesian Airlines,2,near Hayward Municipa...,USA,Accident,hull-loss,Fall
1965,1965-09-08,CC-108 Caribou (DHC-4),5324,RCAF,0,Srinagar Airport...,India,Criminal Occurrence,hull-loss,Fall
1965,1965-09-10,Douglas C-47A (DC-3),N272R,Central American Airways,0,near Louisville-Bowma...,USA,Accident,repairable damage,Fall
1965,1965-09-10,Fairchild C-119G Flying Boxcar,,Indian AF,0,Baghdogra,India,Criminal Occurrence,hull-loss,Fall
1965,1965-09-11,Douglas DC-3A-197,PI-C942,Filipinas Orient Airways,10,Mt Kantakan,Philippines,Accident,hull-loss,Fall
1965,1965-09-11,Antonov An-12,CCCP-11337,"Aeroflot, Polar",8,near Ulan-Ude Airport...,Russia,Accident,hull-loss,Fall
1965,1965-09-13,Curtiss C-46D,N5132B,Zantop,0,"Dover AFB, DE (DOV)",USA,Accident,hull-loss,Fall
1965,1965-09-13,Convair CV-880,N820TW,TWA,0,Kansas City Down...,USA,Accident,hull-loss,Fall
1965,1965-09-14,Douglas C-47A (DC-3),ET-ABI,Ethiopian Airlines,17,Gore Airport (GOR),Ethiopia,Accident,hull-loss,Fall
1965,1965-09-14,Fairchild C-119G Flying Boxcar,,Indian AF,0,Barrackpore Air ...,India,Criminal Occurrence,hull-loss,Fall
1965,1965-09-16,Douglas C-47A (DC-3),XV-NIC,Air Vietnam,39,near Quang-Ngai,Vietnam,Criminal Occurrence,hull-loss,Fall
1965,1965-09-16,Douglas C-47B (DC-3),HC-AFQ,TAO,9,near Pastaza Airport ...,Ecuador,Accident,hull-loss,Fall
1965,1965-09-16,Lockheed C-130B Hercules,T-1306,Indonesian AF,0,"near Long Bawan, East...",Indonesia,Criminal Occurrence,hull-loss,Fall
1965,1965-09-17,Boeing 707-121B,N708PA,Pan Am,30,Chances Peak,Montserrat,Accident,hull-loss,Fall
1965,1965-09-18,Lockheed C-130A Hercules,55-0038,USAF,4,near Qui Nhon Airport...,Vietnam,Accident,hull-loss,Fall
1965,1965-09-20,Lockheed L-1049E Super Constellation,N9719C,American Flyers,0,"Ardmore, OK",USA,Accident,hull-loss,Fall
1965,1965-10-03,Fairchild C-123B Provider,N5003X,Air America,1,Long Tieng,Laos,Accident,hull-loss,Fall
1965,1965-10-04,Curtiss C-46A,HK-613,SEA Colombia,4,near CÃºcuta,Colombia,Accident,hull-loss,Fall
1965,1965-10-06,Douglas LC-47H,17239,US Navy,0,near McMurdo Station-...,Antarctica,Accident,hull-loss,Fall
1965,1965-10-08,Fokker F-27 Friendship 200,AP-ATT,PIA,4,near Patian,Pakistan,Accident,hull-loss,Fall
1965,1965-10-10,Bristol 175 Britannia 312,G-AOVB,British Eagle,0,Gan RAF Station ...,Maldives,Accident,repairable damage,Fall
1965,1965-10-11,Douglas C-124C Globemaster II,53-010,USAF,0,Dayton-Patterson...,USA,Other Occurrence,hull-loss,Fall
1965,1965-10-11,Fairchild F-27,,Aloha Airlines,0,,USA,Hijacking,repairable damage,Fall
1965,1965-10-14,A.W. AW-650 Argosy 101,N601Z,Zantop,0,"near Pique, OH",USA,Accident,hull-loss,Fall
1965,1965-10-16,Douglas DC-7B,N824D,Eastern Air Lines,0,Charlotte-Dougla...,USA,Accident,hull-loss,Fall
1965,1965-10-17,Douglas DC-3 Hiper,HK-118,Avianca,15,near Bucaramanga-Gome...,Colombia,Accident,hull-loss,Fall
1965,1965-10-17,Douglas C-47A (DC-3),VT-AUQ,Kalinga Airlines,8,near Mohanbari,India,Accident,hull-loss,Fall
1965,1965-10-17,Douglas DC-6,N37519,United Airlines,0,Huntsville-Madis...,USA,Accident,hull-loss,Fall
1965,1965-10-18,Boeing S.307B-1 Stratoliner,F-BELV,"CITCA, op.for ICSC",13,near Hanoi,Vietnam,Criminal Occurrence,hull-loss,Fall
1965,1965-10-20,Douglas C-47A (DC-3),PI-C144,Philippine Air Lines,1,near Manila Airport (...,Philippines,Accident,hull-loss,Fall
1965,1965-10-21,Learjet 23,N804LJ,Lear Jet,2,"near Jackson, MI",USA,Accident,hull-loss,Fall
1965,1965-10-22,Fairchild C-119G Flying Boxcar,CP-19/OT-CAS,Belgian AF,8,Veckerhagen,Germany,Accident,hull-loss,Fall
1965,1965-10-24,Douglas C-47A (DC-3),VT-CEI,Kalinga Airlines,0,Mohanbari Airpor...,India,Accident,repairable damage,Fall
1965,1965-10-26,Lockheed L-188A Electra,,National Airlines,0,Key West Interna...,USA,Hijacking,repairable damage,Fall
1965,1965-10-27,Vickers 951 Vanguard,G-APEE,BEA,36,London Airport (...,U.K.,Accident,hull-loss,Fall
1965,1965-10-28,Boeing EC-97G,53-0358,Air National Guard,0,Palmdale Air For...,USA,Accident,hull-loss,Fall
1965,1965-10-29,Curtiss C-46D,N75296,Webair,0,Pouso Alegre Air...,Brazil,Accident,hull-loss,Fall
1965,1965-10-30,Fairchild C-123B Provider,56-4381,USAF,0,Tan Hiep Air Base,Vietnam,Accident,hull-loss,Fall
1965,1965-11-02,Douglas C-47B (DC-3),316410,French AF,30,near Obock Airport (OBC),Djibouti,Accident,hull-loss,Fall
1965,1965-11-03,Douglas C-54G (DC-4),TC-48,Argentine AF,68,near Puerto Limon,Costa Rica,Accident,hull-loss,Fall
1965,1965-11-04,Consolidated PBY-5A Catalina,HK-811,Aeropesca Colombia,2,near El Encanto,Colombia,Accident,hull-loss,Fall
1965,1965-11-07,Lockheed P2V-5 Neptune,0414/2-P-107,Argentine Navy,11,"near Terra de Areia, RS",Brazil,Accident,hull-loss,Fall
1965,1965-11-08,Douglas C-47 (DC-3),HK-1202,Taxi AÃ©reo Opita - TAO,26,CanÃ³n del Paraiso,Colombia,Accident,hull-loss,Fall
1965,1965-11-08,Douglas C-54D (DC-4),N-605,Danish AF,0,near HesselÃ¸ [Kattegat],Atlantic Ocean,Accident,hull-loss,Fall
1965,1965-11-08,Boeing 727-23,N1996,American Airlines,58,near Cincinnati-Great...,USA,Accident,hull-loss,Fall
1965,1965-11-09,Douglas C-47A (DC-3),N52,FAA,0,"Coraopolis, PA",USA,Accident,hull-loss,Fall
1965,1965-11-10,Tupolev Tu-124V,CCCP-45086,"Aeroflot, Northern",32,near Murmansk Airport...,Russia,Accident,hull-loss,Fall
1965,1965-11-11,Boeing 727-22,N7030U,United Airlines,43,Salt Lake City I...,USA,Accident,hull-loss,Fall
1965,1965-11-14,Learjet 23,N243F,"Flying Tiger Line, op.for Paul Kelly Flying Service",8,near Palm Springs Mun...,USA,Accident,hull-loss,Fall
1965,1965-11-16,Douglas C-47A (DC-3),H-060,Turkish AF,9,near Ankara-Etimesgut...,Turkey,Accident,hull-loss,Fall
1965,1965-11-16,DH-106 Comet 4B,G-APMF,BEA,0,Malta-Luqa Airpo...,Malta,Accident,repairable damage,Fall
1965,1965-11-17,DC-8,,National Airlines,0,New Orleans-Mois...,USA,Hijacking,repairable damage,Fall
1965,1965-11-18,Fairchild C-123B Provider,538,Air America,0,Sayaboury Airpor...,Laos,Accident,hull-loss,Fall
1965,1965-11-21,Fairchild C-123B Provider,55-4530,USAF,0,near Da Nang Airport ...,Vietnam,Accident,hull-loss,Fall
1965,1965-11-23,Curtiss C-46R,N1210W,Associated Aviation Ind.,5,near Urrao,Colombia,Accident,hull-loss,Fall
1965,1965-11-25,Douglas DC-8-54F,N8784R,Trans Caribbean Airways,0,Miami Internatio...,USA,Other Occurrence,hull-loss,Fall
1965,1965-11-26,Vickers 806 Viscount,G-APEY,BEA,0,Jersey-States Ai...,U.K.,Accident,repairable damage,Fall
1965,1965-11-26,Vickers 953 Vanguard,G-APEL,BEA,0,Belfast Internat...,U.K.,Accident,repairable damage,Fall
1965,1965-11-27,Douglas DC-3A,N485,Edde Airlines,13,"near Salt Lake City, UT",USA,Accident,hull-loss,Fall
1965,1965-11-29,Fairchild C-123K Provider,54-651,USAF,0,South Vietnam,Vietnam,Criminal Occurrence,hull-loss,Fall
1965,1965-12-04,Boeing 707-131B,N748TW,TWA,0,"New York, NY",USA,Accident,repairable damage,Winter
1965,1965-12-04,Lockheed L-1049C Super Constellation,N6218C,Eastern Air Lines,4,"North Salem, NY",USA,Accident,hull-loss,Winter
1965,1965-12-05,Douglas LC-47H,17107,US Navy,0,Horlick Mountains,Antarctica,Accident,hull-loss,Winter
1965,1965-12-07,Douglas C-47A (DC-3),EC-ARZ,Spantax,32,El Ortigal de Ar...,Spain,Accident,hull-loss,Winter
1965,1965-12-07,Curtiss C-46A,LV-JMC,Aerolineas Carreras,7,near Panama City-Tocumen,Panama,Accident,hull-loss,Winter
1965,1965-12-08,Lockheed C-130A Hercules,56-0502,USAF,0,Chu Lai Air Base...,Vietnam,Accident,hull-loss,Winter
1965,1965-12-08,Avro Shackleton MR.3,XF704,RAF,2,near Forres-Kinloss R...,U.K.,Accident,hull-loss,Winter
1965,1965-12-10,U-1A Otter (DHC-3),,US Army,1,"near Anchorage, AK",USA,Accident,hull-loss,Winter
1965,1965-12-10,Lockheed P-2H Neptune,147960,US Navy,1,"near Brunswick NAS, M...",Atlantic Ocean,Accident,hull-loss,Winter
1965,1965-12-11,DH-114 Heron 1B,VQ-FAL,Fiji Airways,0,Ura Airstrip,Fiji,Accident,hull-loss,Winter
1965,1965-12-11,Fairchild C-123B Provider,56-4376,USAF,85,near Tuy Hoa,Vietnam,Accident,hull-loss,Winter
1965,1965-12-12,Learjet 23,D-IHAQ,private,1,ZÃ¼rich-Kloten A...,Switzerland,Accident,hull-loss,Winter
1965,1965-12-12,Lockheed C-130A Hercules,56-0515,USAF,6,Bitburg Air Base...,Germany,Accident,hull-loss,Winter
1965,1965-12-15,Lockheed L-1049H Super Constellation,N6914C,Flying Tiger Line,3,"near Alamosa, CO",USA,Accident,hull-loss,Winter
1965,1965-12-15,Fairchild C-123J Provider,54-647,Air National Guard,5,near Cape Romanzof Ai...,USA,Accident,hull-loss,Winter
1965,1965-12-16,Douglas DC-3A,PI-C856,Air Manila Int.,2,near Legaspi Airport ...,Philippines,Accident,hull-loss,Winter
1965,1965-12-17,Douglas C-47B (DC-3),G-AMWX,Skyways Coach Air,0,Le TrÃ©port,France,Accident,hull-loss,Winter
1965,1965-12-17,Douglas AC-47D,43-49492,USAF,9,between Tan Son ...,Vietnam,Criminal Occurrence,hull-loss,Winter
1965,1965-12-19,Curtiss C-46A,PP-LDQ,VASP,0,"Salvador, BA",Brazil,Accident,hull-loss,Winter
1965,1965-12-20,Lockheed C-130E Hercules,62-1843,USAF,5,near Tuy Hoa (TBB),Vietnam,Accident,hull-loss,Winter
1965,1965-12-23,Ilyushin Il-18B,CCCP-75688,"Aeroflot, Moscow",0,Magadan,Russia,Accident,hull-loss,Winter
1965,1965-12-24,Douglas AC-47D,45-1120,USAF,6,near Ban Solou,Laos,Accident,hull-loss,Winter
1965,1965-12-24,Curtiss C-46,,Unknown,0,near TuluÃ¡,Colombia,Accident,hull-loss,Winter
1965,1965-12-25,Douglas DC-8-33,JA8006,JAL,0,"near San Fransisco, CA",USA,Accident,repairable damage,Winter
1966,1966-01-01,Douglas C-47A (DC-3),PK-GDE,Garuda,17,near Palembang,Indonesia,Accident,hull-loss,Winter
1966,1966-01-01,Douglas C-47A (DC-3),PK-GDU,Garuda,17,near Palembang,Indonesia,Accident,hull-loss,Winter
1966,1966-01-01,Ilyushin Il-14P,CCCP-61618,"Aeroflot, Magadan",23,near Petropavlovsk-Ka...,Russia,Accident,hull-loss,Winter
1966,1966-01-04,Fairchild C-123B Provider,56-4369,USAF,0,Tanh Linh Air Base,Vietnam,Accident,hull-loss,Winter
1966,1966-01-04,Douglas C-47B (DC-3),XA+118,German AF,0,Hopsten Air Base,Germany,Accident,hull-loss,Winter
1966,1966-01-06,Lockheed C-130B Hercules,61-0972,USAF,5,near Pleiku Airport (...,Vietnam,Criminal Occurrence,hull-loss,Winter
1966,1966-01-08,Fairchild C-119C Flying Boxcar,51-2611,USAF,3,"near Scranton, PA",USA,Accident,hull-loss,Winter
1966,1966-01-09,Lockheed C-130B Hercules,61-0970,USAF,0,An Khe,Vietnam,Accident,hull-loss,Winter
1966,1966-01-09,Fairchild C-123B Provider,54-676,USAF,0,near Saigon,Vietnam,Accident,hull-loss,Winter
1966,1966-01-09,Douglas C-47 (DC-3),FAC-675,SATENA,11,near Chipaque,Colombia,Accident,hull-loss,Winter
1966,1966-01-09,Grumman HU-16A Albatross,11021,Republic of China AF,17,Taiwan Strait,Taiwan,Criminal Occurrence,hull-loss,Winter
1966,1966-01-13,Fairchild C-123B Provider,55-4519,USAF,6,An Khe,Vietnam,Accident,hull-loss,Winter
1966,1966-01-13,Douglas C-47A (DC-3),42-93090,USAF,6,Mount Helmos,Greece,Accident,hull-loss,Winter
1966,1966-01-14,Douglas C-47A (DC-3),B-929,Air America,0,near Vi Thanh,Vietnam,Criminal Occurrence,hull-loss,Winter
1966,1966-01-14,Tupolev Tu-134,CCCP-45076,Tupolev,8,near Chkalovsky,Russia,Accident,hull-loss,Winter
1966,1966-01-14,Douglas C-54B (DC-4),HK-730,Avianca,56,near Cartagena-Crespo...,Colombia,Accident,hull-loss,Winter
1966,1966-01-14,Antonov An-2,CCCP-02185,"Aeroflot, Uzbekistan",11,"near Shamurat, Nurata...",Uzbekistan,Accident,hull-loss,Winter
1966,1966-01-17,Boeing KC-135A,61-0273,USAF,4,Palomares,Spain,Accident,hull-loss,Winter
1966,1966-01-20,Douglas R4D-1 (DC-3),TL-KAA,Central African Republic AF,3,between Douala a...,Cameroon,Accident,hull-loss,Winter
1966,1966-01-22,Douglas C-47 (DC-3),4262,COHATA,30,near Duchity,Haiti,Accident,hull-loss,Winter
1966,1966-01-24,Boeing 707-437,VT-DMN,Air-India,117,Mont Blanc,France,Accident,hull-loss,Winter
1966,1966-01-25,Fairchild C-123K Provider,54-702,USAF,46,near An Khe,Vietnam,Accident,hull-loss,Winter
1966,1966-01-26,Lockheed L-1049G Super Constellation,N7115C,TWA,0,New York-John F....,USA,Accident,hull-loss,Winter
1966,1966-01-27,Curtiss C-46A,LV-GFW,AerovÃ­as HalcÃ³n,0,"near RÃ­o Cuarto, CD",Argentina,Accident,hull-loss,Winter
1966,1966-01-27,Lockheed EC-121M Super Constellation,135751,US Navy,0,Atsugi NAS (NJA),Japan,Other Occurrence,hull-loss,Winter
1966,1966-01-28,Convair CV-440-0,D-ACAT,Lufthansa,46,near Bremen Airport (...,Germany,Accident,hull-loss,Winter
1966,1966-01-30,Antonov An-2R,CCCP-02851,"Aeroflot, Kirovograd Flight School",1,near Bolshaya Viska,Ukraine,Accident,hull-loss,Winter
1966,1966-02-01,Lockheed KC-130F Hercules,149809,USMC,6,"near Dong Hoi, Vietna...",Pacific Ocean,Criminal Occurrence,hull-loss,Winter
1966,1966-02-02,Douglas LC-47J,50832,US Navy,6,Ross Ice Shelf,Antarctica,Accident,hull-loss,Winter
1966,1966-02-03,Fairchild C-123B Provider,55-4537,USAF,4,near Khe Sanh,Vietnam,Criminal Occurrence,hull-loss,Winter
1966,1966-02-04,Boeing 727-81,JA8302,All Nippon,133,near Tokyo-Haneda Air...,Japan,Accident,hull-loss,Winter
1966,1966-02-07,Fokker F-27 Friendship 200,PH-SAB,"Schreiner Airways, op.for Indian Airlines",37,Banihall Pass,India,Accident,hull-loss,Winter
1966,1966-02-12,Douglas C-124C Globemaster II,52-0980,USAF,8,near Granada,Spain,Accident,hull-loss,Winter
1966,1966-02-15,SE-210 Caravelle VI-N,VT-DPP,Indian Airlines,2,Delhi-Palam Airp...,India,Accident,hull-loss,Winter
1966,1966-02-15,Shijiazhuang Y-5,18152,CAAC,0,Gansu Province,China,Accident,hull-loss,Winter
1966,1966-02-16,Ilyushin Il-14M,CCCP-52058,"Aeroflot, Komi",26,near Pechora,Russia,Accident,hull-loss,Winter
1966,1966-02-17,Tupolev Tu-114D,CCCP-76491,"Aeroflot, International",21,Moskva-Sheremety...,Russia,Accident,hull-loss,Winter
1966,1966-02-18,Douglas DC-6B,OO-ABG,BIAS,4,near Milan-Malpensa,Italy,Accident,hull-loss,Winter
